image,label,nodule_id,split,image_type
"[[0.15583369 0.15034853 0.15070698 ... 0.46183386 0.45894772 0.47401032]
 [0.15191796 0.14754011 0.14351818 ... 0.45946002 0.48088181 0.46651885]
 [0.15302476 0.14087915 0.15024716 ... 0.46673492 0.46828654 0.45697457]
 ...
 [0.07518346 0.06934783 0.07264245 ... 0.46709475 0.44045216 0.44221053]
 [0.07666382 0.07682154 0.07269125 ... 0.44312838 0.47419778 0.45425346]
 [0.09143823 0.08512646 0.08197714 ... 0.46217319 0.45786446 0.45555994]]",2.0,2481.0,train,reconstructed
"[[0.18525034 0.1860888  0.24719399 ... 0.885411   0.9038114  0.924982  ]
 [0.20854264 0.25220284 0.25329897 ... 0.8931336  0.895186   0.8930743 ]
 [0.18905972 0.21363874 0.18511674 ... 0.83806664 0.8997566  0.873561  ]
 ...
 [0.04996993 0.05844794 0.0568128  ... 0.3280471  0.38773766 0.40040278]
 [0.06573988 0.04225755 0.07511362 ... 0.37347543 0.27650812 0.31019977]
 [0.06461297 0.05956581 0.05727888 ... 0.28734916 0.3312955  0.33685985]]",2.0,2481.0,train,augmented
"[[0.00910059 0.00497629 0.00307905 ... 0.00176729 0.00207008 0.00136076]
 [0.0092726  0.00466899 0.00530636 ... 0.00238283 0.00244425 0.00214903]
 [0.0050351  0.0021343  0.00146163 ... 0.0023395  0.00186583 0.00139031]
 ...
 [0.09916933 0.09548058 0.05429073 ... 0.34591368 0.43990812 0.25887048]
 [0.07359388 0.12096546 0.07417593 ... 0.40530562 0.25684208 0.20780918]
 [0.04248196 0.09066848 0.04669571 ... 0.4117147  0.3855753  0.45675412]]",2.0,2481.0,train,augmented
"[[0.01447351 0.00860106 0.00571427 ... 0.00508526 0.00571303 0.00387397]
 [0.01488664 0.00797474 0.00908766 ... 0.00651244 0.00644865 0.00586152]
 [0.00917876 0.00423052 0.00304981 ... 0.00652588 0.00534103 0.0041494 ]
 ...
 [0.09960998 0.09476251 0.05883081 ... 0.37199202 0.44457978 0.28651783]
 [0.07585888 0.11836111 0.07329162 ... 0.42031696 0.2894295  0.24945854]
 [0.0469924  0.09489909 0.05100753 ... 0.43869454 0.40215272 0.47156566]]",2.0,2481.0,train,augmented
"[[0.05098039 0.0627451  0.07843138 ... 0.52941179 0.54901963 0.57254905]
 [0.05490196 0.05490196 0.05490196 ... 0.5411765  0.56078434 0.56470591]
 [0.08235294 0.06666667 0.03529412 ... 0.5411765  0.54901963 0.54901963]
 ...
 [0.51764709 0.51372552 0.52156866 ... 0.49019608 0.48235294 0.46666667]
 [0.50980395 0.51372552 0.51764709 ... 0.47058824 0.4627451  0.4627451 ]
 [0.52156866 0.52549022 0.51764709 ... 0.4627451  0.4509804  0.4509804 ]]",4.0,1359.0,train,original
"[[0.16100171 0.15876023 0.15855114 ... 0.32392904 0.33577847 0.3342618 ]
 [0.15798154 0.16685383 0.12944897 ... 0.32053566 0.31317666 0.32418537]
 [0.16035113 0.17847778 0.1475368  ... 0.32287383 0.31840169 0.33193421]
 ...
 [0.45117182 0.43182984 0.43694016 ... 0.38625902 0.38326919 0.3848494 ]
 [0.43741331 0.44910616 0.4304373  ... 0.38395861 0.38549262 0.40444311]
 [0.43790916 0.47411621 0.44610041 ... 0.37503019 0.36253917 0.39516288]]",4.0,1359.0,train,reconstructed
"[[0.16674206 0.13231446 0.18964477 ... 0.74850976 0.81969357 0.8354208 ]
 [0.15257345 0.22149469 0.19092418 ... 0.7916792  0.804903   0.799681  ]
 [0.15576471 0.1861451  0.14815447 ... 0.72171974 0.77864754 0.7425315 ]
 ...
 [0.22038026 0.26624122 0.21891575 ... 0.2545556  0.26978475 0.24097607]
 [0.23818594 0.22126706 0.26952907 ... 0.26144978 0.21464552 0.23804347]
 [0.19150275 0.29511946 0.20653483 ... 0.21213084 0.18256731 0.25305066]]",4.0,1359.0,train,augmented
"[[1.1494855e-02 7.6760952e-03 4.1355798e-03 ... 4.6832516e-04
  4.5168379e-04 3.9168878e-04]
 [1.3639035e-02 6.9757686e-03 6.9361157e-03 ... 5.8160309e-04
  5.0157309e-04 4.4010903e-04]
 [6.6136285e-03 3.1008627e-03 2.5326298e-03 ... 4.6358688e-04
  4.3681444e-04 2.7379344e-04]
 ...
 [5.0143623e-01 5.1989895e-01 4.4155356e-01 ... 3.1481794e-01
  3.8223755e-01 2.8938171e-01]
 [4.7980362e-01 5.2657986e-01 5.3480971e-01 ... 3.4044906e-01
  2.3559715e-01 1.7894758e-01]
 [3.8710746e-01 4.4306594e-01 4.5257413e-01 ... 3.4759223e-01
  4.0735897e-01 3.5596716e-01]]",4.0,1359.0,train,augmented
"[[0.01916312 0.01338399 0.0078986  ... 0.00135751 0.00126276 0.00113103]
 [0.02228732 0.01244147 0.0118505  ... 0.00156319 0.00135377 0.00123431]
 [0.01197803 0.00640158 0.00529768 ... 0.0013507  0.00125934 0.00082712]
 ...
 [0.507623   0.5272532  0.4679455  ... 0.34308696 0.39081398 0.3173633 ]
 [0.49204427 0.5297599  0.5458201  ... 0.35570264 0.267288   0.21261804]
 [0.41862515 0.4654407  0.4830716  ... 0.37038013 0.41798192 0.370616  ]]",4.0,1359.0,train,augmented
"[[0.83137256 0.82745099 0.81960785 ... 0.65882355 0.65490198 0.65098041]
 [0.81568629 0.81960785 0.81960785 ... 0.66666669 0.66666669 0.66666669]
 [0.78431374 0.79607844 0.81176472 ... 0.66666669 0.66666669 0.66666669]
 ...
 [0.71764708 0.72156864 0.72156864 ... 0.04705882 0.05098039 0.05882353]
 [0.72941178 0.72549021 0.72941178 ... 0.05490196 0.06666667 0.07058824]
 [0.73725492 0.73725492 0.73725492 ... 0.0627451  0.0627451  0.07058824]]",4.0,304.0,train,original
"[[0.63307834 0.60436869 0.64882159 ... 0.3012673  0.32840604 0.29847729]
 [0.6293326  0.58495271 0.6304366  ... 0.29574928 0.30142546 0.31458452]
 [0.62740481 0.60841739 0.62966937 ... 0.28759354 0.30904847 0.29048398]
 ...
 [0.64447314 0.64857042 0.67144215 ... 0.14650853 0.1445609  0.12909763]
 [0.64020503 0.65572965 0.67117256 ... 0.12657392 0.14648966 0.13587922]
 [0.64135343 0.65455401 0.65198737 ... 0.15733293 0.12846689 0.15024243]]",4.0,304.0,train,reconstructed
"[[0.60360354 0.5940437  0.64527255 ... 0.7864412  0.858141   0.7980145 ]
 [0.6301258  0.6311889  0.70112896 ... 0.8177603  0.80410844 0.81061053]
 [0.63162756 0.5720688  0.5739793  ... 0.73977256 0.775663   0.7532178 ]
 ...
 [0.36159626 0.45823187 0.424237   ... 0.09806912 0.09716255 0.08576297]
 [0.36306345 0.36574018 0.46903792 ... 0.06590839 0.06642036 0.05410703]
 [0.2997796  0.45108452 0.30744314 ... 0.10322201 0.05612338 0.09946208]]",4.0,304.0,train,augmented
"[[1.10006444e-01 8.30148160e-02 7.64397904e-02 ... 8.42405832e-04
  9.86196566e-04 1.29866588e-03]
 [1.30997628e-01 9.92642269e-02 9.69573408e-02 ... 1.12788554e-03
  1.23483851e-03 1.21347921e-03]
 [7.58169889e-02 4.63741049e-02 3.66995372e-02 ... 8.03826202e-04
  9.88391577e-04 6.65690284e-04]
 ...
 [7.84129441e-01 7.76221514e-01 6.82177246e-01 ... 1.19608514e-01
  2.05297962e-01 1.33803070e-01]
 [7.94152498e-01 7.77168870e-01 7.79218972e-01 ... 2.06090927e-01
  1.25479698e-01 1.03431568e-01]
 [6.99375033e-01 7.50382245e-01 7.22460210e-01 ... 1.46813944e-01
  2.22045988e-01 1.80201232e-01]]",4.0,304.0,train,augmented
"[[0.1705484  0.14030898 0.13494277 ... 0.00239839 0.00273633 0.0035301 ]
 [0.19868366 0.1619199  0.15775415 ... 0.00301985 0.00326074 0.00330194]
 [0.13193102 0.09021742 0.07482509 ... 0.00229028 0.00276443 0.00197743]
 ...
 [0.7878097  0.78535545 0.71238905 ... 0.13406041 0.21137509 0.14886548]
 [0.80219597 0.7798113  0.78770834 ... 0.21359977 0.14351802 0.12232511]
 [0.72819406 0.7659142  0.7476326  ... 0.1628455  0.23003481 0.18601869]]",4.0,304.0,train,augmented
"[[0.53725493 0.70588237 0.74117649 ... 0.10196079 0.10196079 0.09803922]
 [0.47450981 0.61960787 0.65490198 ... 0.11372549 0.10196079 0.09411765]
 [0.41176471 0.53725493 0.56078434 ... 0.12156863 0.10588235 0.09019608]
 ...
 [0.10980392 0.09803922 0.09803922 ... 0.13725491 0.14117648 0.12941177]
 [0.11764706 0.10588235 0.13333334 ... 0.1254902  0.1254902  0.12941177]
 [0.13725491 0.17254902 0.27058825 ... 0.12156863 0.11764706 0.11764706]]",2.0,72.0,train,original
"[[0.44842771 0.42950127 0.41466883 ... 0.18786651 0.18149489 0.18443581]
 [0.43177715 0.41445979 0.43559733 ... 0.17323253 0.16412099 0.18450949]
 [0.45605835 0.45475125 0.44270632 ... 0.17102347 0.17843011 0.18133086]
 ...
 [0.57279283 0.5789153  0.59839386 ... 0.08616785 0.07585271 0.07885018]
 [0.56562775 0.58427632 0.56883788 ... 0.08092976 0.08372454 0.08674373]
 [0.58561993 0.58886105 0.58635157 ... 0.0767924  0.07632575 0.08561888]]",2.0,72.0,train,reconstructed
"[[0.4386357  0.4051035  0.44655323 ... 0.70843506 0.7977738  0.7267621 ]
 [0.4504206  0.45574299 0.5213326  ... 0.7322132  0.72451925 0.72475034]
 [0.43317756 0.41033575 0.3905165  ... 0.6509659  0.6920445  0.68907857]
 ...
 [0.3102641  0.39648163 0.32188395 ... 0.06865317 0.05931904 0.05573672]
 [0.30981085 0.3410732  0.36023858 ... 0.05236732 0.04550243 0.04181869]
 [0.25286072 0.39849946 0.24106592 ... 0.05409575 0.03904663 0.0746936 ]]",2.0,72.0,train,augmented
"[[2.5824836e-02 2.0007204e-02 1.4142891e-02 ... 2.7313875e-04
  2.8178812e-04 3.4197982e-04]
 [3.5893045e-02 2.0138392e-02 2.0859789e-02 ... 3.5715135e-04
  3.9144652e-04 3.3433884e-04]
 [1.7479444e-02 9.1702119e-03 6.9804578e-03 ... 2.7956360e-04
  3.2602492e-04 1.9540435e-04]
 ...
 [6.6145593e-01 6.6628909e-01 5.5190754e-01 ... 5.9914220e-02
  1.1019931e-01 6.9984473e-02]
 [6.5920365e-01 6.2380707e-01 6.7256808e-01 ... 9.5308796e-02
  6.4962924e-02 4.6254888e-02]
 [5.5816001e-01 6.2095088e-01 5.9571469e-01 ... 8.1863612e-02
  1.2739742e-01 9.2741288e-02]]",2.0,72.0,train,augmented
"[[4.2398155e-02 3.5356235e-02 2.6288113e-02 ... 7.8047533e-04
  7.9134939e-04 9.5899095e-04]
 [5.7473905e-02 3.5281189e-02 3.5869233e-02 ... 9.6434774e-04
  1.0427276e-03 9.2296739e-04]
 [3.1745438e-02 1.8602345e-02 1.4691576e-02 ... 7.8855071e-04
  9.1591390e-04 5.8260007e-04]
 ...
 [6.6776222e-01 6.7626137e-01 5.8521819e-01 ... 6.7219347e-02
  1.1422922e-01 7.8627020e-02]
 [6.7242163e-01 6.2939322e-01 6.8358320e-01 ... 9.8439269e-02
  7.4587822e-02 5.5577453e-02]
 [5.9081900e-01 6.4056903e-01 6.2560946e-01 ... 9.0165146e-02
  1.3257527e-01 9.5960341e-02]]",2.0,72.0,train,augmented
"[[0.03137255 0.04705882 0.05882353 ... 0.04313726 0.05882353 0.10196079]
 [0.03137255 0.03529412 0.03529412 ... 0.05882353 0.07843138 0.14509805]
 [0.04313726 0.03529412 0.03137255 ... 0.0627451  0.09803922 0.18431373]
 ...
 [0.13333334 0.17254902 0.17254902 ... 0.56862748 0.55686277 0.55686277]
 [0.16470589 0.17647059 0.12941177 ... 0.56470591 0.56078434 0.55686277]
 [0.16470589 0.14117648 0.10196079 ... 0.56078434 0.56470591 0.57254905]]",5.0,698.0,train,original
"[[0.21482846 0.21385847 0.19496168 ... 0.22444762 0.2374952  0.22890788]
 [0.20810507 0.21513398 0.20840824 ... 0.22871502 0.23634067 0.25019929]
 [0.19363628 0.19273068 0.16374527 ... 0.21990724 0.23982927 0.23447999]
 ...
 [0.19020456 0.17970842 0.17357324 ... 0.62739491 0.64317226 0.63407058]
 [0.18787247 0.18965323 0.19218759 ... 0.63041246 0.6631968  0.63542175]
 [0.19890088 0.20389046 0.18130173 ... 0.62296969 0.64597994 0.66882008]]",5.0,698.0,train,reconstructed
"[[0.2435845  0.27366254 0.26101527 ... 0.7092989  0.7509992  0.7955682 ]
 [0.23262492 0.27549934 0.294344   ... 0.7737461  0.76489466 0.76133484]
 [0.24929689 0.25469318 0.22188944 ... 0.6710172  0.7431354  0.7130887 ]
 ...
 [0.0813024  0.10817809 0.10074672 ... 0.50799155 0.52121496 0.515813  ]
 [0.09992464 0.06402533 0.10593767 ... 0.44699448 0.4983993  0.4577809 ]
 [0.099114   0.10720781 0.09794145 ... 0.49699008 0.4994536  0.4554831 ]]",5.0,698.0,train,augmented
"[[1.41128171e-02 6.19061943e-03 4.80095949e-03 ... 4.45960875e-04
  5.42604772e-04 4.72894579e-04]
 [1.27175041e-02 8.72505363e-03 7.04709534e-03 ... 5.08947414e-04
  6.29577902e-04 5.12074097e-04]
 [5.38638839e-03 3.24210105e-03 1.75130507e-03 ... 5.05890872e-04
  4.56233713e-04 3.24343710e-04]
 ...
 [2.56872952e-01 1.97748572e-01 1.08622938e-01 ... 4.70257640e-01
  5.74958265e-01 4.73811239e-01]
 [1.92695156e-01 2.77535796e-01 2.28871614e-01 ... 6.03133321e-01
  4.01947141e-01 3.52050483e-01]
 [1.04707375e-01 1.93465129e-01 1.11056969e-01 ... 5.08250296e-01
  5.74171185e-01 6.66619122e-01]]",5.0,698.0,train,augmented
"[[0.02251585 0.01093236 0.00888262 ... 0.00130317 0.00150784 0.00135237]
 [0.02066049 0.01491646 0.01205423 ... 0.00140114 0.00169264 0.00140026]
 [0.0099179  0.00649177 0.00366307 ... 0.00143852 0.00130497 0.00098335]
 ...
 [0.25823024 0.19896989 0.11939529 ... 0.502934   0.58390903 0.50883806]
 [0.19855297 0.27472448 0.23174216 ... 0.6137984  0.44852525 0.40340063]
 [0.11696965 0.20230675 0.12136333 ... 0.5382746  0.592715   0.67859024]]",5.0,698.0,train,augmented
"[[0.04705882 0.01960784 0.05490196 ... 0.16470589 0.16470589 0.25098041]
 [0.03137255 0.01568628 0.07058824 ... 0.16470589 0.17647059 0.27450982]
 [0.05098039 0.05882353 0.10196079 ... 0.13333334 0.10980392 0.17647059]
 ...
 [0.49411765 0.49411765 0.50196081 ... 0.47450981 0.45882353 0.47450981]
 [0.53725493 0.52156866 0.53333336 ... 0.45490196 0.45490196 0.46666667]
 [0.49803922 0.50196081 0.50588238 ... 0.42352942 0.42745098 0.44313726]]",5.0,844.0,train,original
"[[0.19241758 0.17037548 0.16696337 ... 0.09575272 0.09038693 0.09098352]
 [0.1956057  0.18098097 0.16255978 ... 0.08861231 0.08407268 0.08873587]
 [0.1882861  0.19697984 0.16492867 ... 0.08886021 0.08750933 0.08955397]
 ...
 [0.4933044  0.51237398 0.52331656 ... 0.30086783 0.29833794 0.3041994 ]
 [0.49366927 0.50132227 0.5066995  ... 0.30472091 0.29380846 0.29792646]
 [0.46849069 0.51996291 0.5274204  ... 0.31416267 0.3115916  0.29309127]]",5.0,844.0,train,reconstructed
"[[0.24392715 0.1943204  0.22822264 ... 0.60988694 0.7102305  0.6817528 ]
 [0.22280693 0.27808043 0.276569   ... 0.6425517  0.6517819  0.66324157]
 [0.2084547  0.22299609 0.19769089 ... 0.5683839  0.6167629  0.60631657]
 ...
 [0.26524836 0.3270443  0.28396386 ... 0.1903474  0.19439681 0.1764077 ]
 [0.27420565 0.28495368 0.31875584 ... 0.18669496 0.17765027 0.17481183]
 [0.23933583 0.33126354 0.23629813 ... 0.17423894 0.15512456 0.19963135]]",5.0,844.0,train,augmented
"[[7.61140324e-03 5.70379244e-03 3.30110569e-03 ... 1.06577638e-04
  1.01538775e-04 1.00097692e-04]
 [1.19797373e-02 5.16050914e-03 5.31368656e-03 ... 1.37255003e-04
  1.32633941e-04 1.14290968e-04]
 [5.05788345e-03 2.37695198e-03 1.80216332e-03 ... 9.37079094e-05
  9.93502472e-05 6.04452725e-05]
 ...
 [5.40654898e-01 5.74559093e-01 4.65362161e-01 ... 1.85895562e-01
  2.85267919e-01 1.78486839e-01]
 [5.40311575e-01 5.69347382e-01 5.73834896e-01 ... 2.45677635e-01
  1.47594094e-01 1.08930737e-01]
 [3.91913027e-01 4.71647263e-01 4.82216328e-01 ... 2.26510495e-01
  2.88964301e-01 2.28802696e-01]]",5.0,844.0,train,augmented
"[[1.2611933e-02 1.0039645e-02 6.1614304e-03 ... 3.0499834e-04
  2.8209321e-04 2.8204051e-04]
 [1.9357326e-02 9.1538625e-03 9.1130342e-03 ... 3.6883200e-04
  3.5188484e-04 3.1385332e-04]
 [9.2666820e-03 4.8406362e-03 3.7629947e-03 ... 2.6544483e-04
  2.7938161e-04 1.7934336e-04]
 ...
 [5.4821056e-01 5.8491063e-01 5.0041372e-01 ... 2.0541875e-01
  2.9452881e-01 1.9912794e-01]
 [5.5262089e-01 5.7497114e-01 5.8789098e-01 ... 2.5567633e-01
  1.6817755e-01 1.3045132e-01]
 [4.2235300e-01 4.9196348e-01 5.1424742e-01 ... 2.4620962e-01
  3.0046353e-01 2.3774797e-01]]",5.0,844.0,train,augmented
"[[0.14117648 0.1882353  0.2        ... 0.09803922 0.07450981 0.06666667]
 [0.17254902 0.21568628 0.21568628 ... 0.12156863 0.10196079 0.09019608]
 [0.19215687 0.2        0.20784314 ... 0.1254902  0.13333334 0.13333334]
 ...
 [0.66666669 0.66666669 0.67058825 ... 0.57647061 0.58823532 0.58823532]
 [0.65882355 0.66666669 0.67843139 ... 0.58039218 0.58823532 0.58823532]
 [0.68235296 0.67843139 0.68235296 ... 0.58039218 0.59215689 0.59215689]]",4.0,1484.0,train,original
"[[0.40708742 0.35751691 0.35923472 ... 0.19071883 0.19896661 0.18334794]
 [0.40719309 0.383423   0.36838299 ... 0.19336507 0.19041993 0.19699858]
 [0.39958379 0.36237004 0.35109478 ... 0.21197863 0.17921042 0.17797449]
 ...
 [0.27767572 0.27177319 0.26156723 ... 0.43508583 0.42729807 0.44812435]
 [0.2639938  0.2836453  0.2894308  ... 0.39767361 0.44459587 0.42351443]
 [0.25488353 0.26670277 0.26245284 ... 0.43229666 0.44755396 0.40844318]]",4.0,1484.0,train,reconstructed
"[[0.42510906 0.4538295  0.49856105 ... 0.6652992  0.7237026  0.7386866 ]
 [0.44606113 0.4662723  0.45394835 ... 0.687761   0.7261475  0.7042588 ]
 [0.4710838  0.4539859  0.43725702 ... 0.62558526 0.6752378  0.6669753 ]
 ...
 [0.11970812 0.17731945 0.1395168  ... 0.30199432 0.3276218  0.31608486]
 [0.16491126 0.12423221 0.14691761 ... 0.2854133  0.2947368  0.27674192]
 [0.13536532 0.15828738 0.14523685 ... 0.27333498 0.30581197 0.30372348]]",4.0,1484.0,train,augmented
"[[2.65064165e-02 1.19259181e-02 7.92274810e-03 ... 2.26699660e-04
  2.92979559e-04 2.69640790e-04]
 [2.57630553e-02 1.58940144e-02 1.67857576e-02 ... 3.58232355e-04
  3.58711666e-04 3.22979526e-04]
 [1.03587285e-02 5.61102852e-03 3.68264597e-03 ... 2.96025100e-04
  2.62771413e-04 1.50310487e-04]
 ...
 [2.96026438e-01 2.57056087e-01 1.51470467e-01 ... 2.98231959e-01
  3.84288371e-01 2.81962961e-01]
 [2.46014863e-01 3.05677623e-01 2.71177381e-01 ... 3.76438349e-01
  2.47739151e-01 1.82466939e-01]
 [1.34966850e-01 2.21253648e-01 1.46795109e-01 ... 3.38846296e-01
  3.86905283e-01 4.03496027e-01]]",4.0,1484.0,train,augmented
"[[0.04280291 0.0211181  0.01483618 ... 0.00066071 0.0008187  0.00076217]
 [0.04158689 0.02768193 0.02849798 ... 0.00097192 0.00096456 0.00087842]
 [0.01910247 0.011369   0.00772011 ... 0.00084617 0.00074337 0.00045023]
 ...
 [0.3002839  0.26511845 0.1699553  ... 0.3256526  0.39174843 0.30967712]
 [0.25682536 0.3096731  0.2817981  ... 0.3844736  0.27952167 0.21475895]
 [0.15242398 0.23462585 0.16321142 ... 0.3607649  0.39907867 0.4106421 ]]",4.0,1484.0,train,augmented
"[[0.40392157 0.41960785 0.38431373 ... 0.51764709 0.50980395 0.56862748]
 [0.44313726 0.43137255 0.40000001 ... 0.4509804  0.51764709 0.68627453]
 [0.36470589 0.34901962 0.3764706  ... 0.40000001 0.47058824 0.67450982]
 ...
 [0.29019609 0.33725491 0.35294119 ... 0.40000001 0.36862746 0.33333334]
 [0.52156866 0.61960787 0.67058825 ... 0.36078432 0.32941177 0.36862746]
 [0.85490197 0.89019608 0.91764706 ... 0.3882353  0.34117648 0.40392157]]",2.0,467.0,train,original
"[[0.36467075 0.35827237 0.36326417 ... 0.38880363 0.3959336  0.4056882 ]
 [0.36683801 0.38223618 0.3711285  ... 0.37593132 0.39498791 0.38077414]
 [0.37928641 0.37849119 0.35932663 ... 0.36471042 0.3748177  0.38788337]
 ...
 [0.27634034 0.28885183 0.27740821 ... 0.35966623 0.38537884 0.36463976]
 [0.29013175 0.27450949 0.27733669 ... 0.34526381 0.38622367 0.34173575]
 [0.27652022 0.27895671 0.27618527 ... 0.35900646 0.37946293 0.38941601]]",2.0,467.0,train,reconstructed
"[[0.35280028 0.32346785 0.3559713  ... 0.8177787  0.85482204 0.8738633 ]
 [0.36012638 0.4495012  0.43729204 ... 0.83750695 0.84350675 0.83081174]
 [0.3321657  0.35476807 0.30855834 ... 0.7698547  0.8294626  0.79677165]
 ...
 [0.11645254 0.15190667 0.13258943 ... 0.23473315 0.27433923 0.27507252]
 [0.13574055 0.09399442 0.17045146 ... 0.21322519 0.21533003 0.1788811 ]
 [0.12757806 0.143827   0.11067812 ... 0.20745364 0.20979132 0.2585613 ]]",2.0,467.0,train,augmented
"[[0.03222668 0.02292185 0.01698374 ... 0.00077998 0.00097997 0.00077852]
 [0.03429509 0.02229632 0.02347355 ... 0.00101614 0.0010791  0.0009789 ]
 [0.01939867 0.01188482 0.00898182 ... 0.0008356  0.00073266 0.00057182]
 ...
 [0.30832753 0.31474277 0.2250932  ... 0.357439   0.4259531  0.31704473]
 [0.28049287 0.3699303  0.2973434  ... 0.42516693 0.2763816  0.24143597]
 [0.18724088 0.2877827  0.19863285 ... 0.38372713 0.4153855  0.41860047]]",2.0,467.0,train,augmented
"[[0.05282619 0.04037572 0.03149847 ... 0.00224963 0.00274744 0.00216584]
 [0.05552367 0.03899278 0.04037967 ... 0.00276108 0.00289598 0.00267922]
 [0.03545653 0.02389928 0.01896552 ... 0.00240709 0.00208614 0.00171145]
 ...
 [0.31409657 0.3239345  0.24932694 ... 0.38974604 0.43501455 0.34791818]
 [0.29314873 0.37474552 0.31064615 ... 0.43661422 0.30970368 0.2819098 ]
 [0.21057945 0.30424783 0.2199442  ... 0.41111052 0.42829916 0.43197474]]",2.0,467.0,train,augmented
"[[0.09019608 0.08627451 0.08627451 ... 0.03529412 0.05098039 0.06666667]
 [0.05490196 0.05098039 0.07450981 ... 0.05098039 0.05882353 0.07450981]
 [0.05490196 0.0627451  0.07843138 ... 0.05490196 0.0627451  0.07450981]
 ...
 [0.41176471 0.40000001 0.39607844 ... 0.59607846 0.52549022 0.52156866]
 [0.40392157 0.40392157 0.39607844 ... 0.56470591 0.54901963 0.57647061]
 [0.40392157 0.38431373 0.36470589 ... 0.54901963 0.58039218 0.64313728]]",1.0,2160.0,train,original
"[[0.09261524 0.09441569 0.08806989 ... 0.09803078 0.10849184 0.1105303 ]
 [0.0938871  0.08758788 0.07785624 ... 0.10140207 0.10118044 0.1068218 ]
 [0.08966333 0.07603097 0.08312745 ... 0.09428309 0.09666323 0.10571766]
 ...
 [0.20940058 0.18989597 0.17493558 ... 0.26355901 0.28215998 0.30601498]
 [0.21051848 0.20830716 0.19030765 ... 0.27626812 0.26636288 0.28905484]
 [0.19266224 0.19382687 0.20045824 ... 0.28774726 0.30094102 0.29987133]]",1.0,2160.0,train,reconstructed
"[[0.1752096  0.15085968 0.13903967 ... 0.68483984 0.74195033 0.7582332 ]
 [0.15582027 0.19229718 0.21389335 ... 0.7361783  0.71075803 0.7287288 ]
 [0.1568147  0.14455692 0.12765437 ... 0.6562361  0.705139   0.70724237]
 ...
 [0.11390001 0.1130778  0.11832115 ... 0.21058767 0.23272872 0.23684782]
 [0.11004761 0.08798397 0.13878223 ... 0.17705974 0.19740862 0.17545132]
 [0.12036002 0.10660658 0.10145432 ... 0.21757953 0.18330187 0.2326107 ]]",1.0,2160.0,train,augmented
"[[3.8801576e-03 2.9510958e-03 2.2467726e-03 ... 1.3875356e-04
  1.6388624e-04 1.4167765e-04]
 [4.3327380e-03 2.5101868e-03 2.1264409e-03 ... 1.4591002e-04
  2.2533575e-04 1.6193381e-04]
 [2.4678269e-03 1.3850881e-03 8.4576505e-04 ... 1.2709077e-04
  1.1470105e-04 1.0529966e-04]
 ...
 [2.1635322e-01 2.1419159e-01 1.2527308e-01 ... 1.8692537e-01
  3.0744377e-01 1.8415006e-01]
 [1.7898174e-01 2.6040176e-01 1.8218967e-01 ... 3.0551097e-01
  1.5322943e-01 1.4741535e-01]
 [9.8933175e-02 1.9675846e-01 1.2912206e-01 ... 2.1600588e-01
  2.5996789e-01 3.1318587e-01]]",1.0,2160.0,train,augmented
"[[6.4812498e-03 5.2852333e-03 4.2449497e-03 ... 3.9594949e-04
  4.5606110e-04 3.9547583e-04]
 [7.2604264e-03 4.4103060e-03 3.7749021e-03 ... 4.0203292e-04
  5.9713103e-04 4.3981272e-04]
 [4.6405154e-03 2.8044975e-03 1.8172830e-03 ... 3.6315827e-04
  3.2863687e-04 3.1838359e-04]
 ...
 [2.2333373e-01 2.1928525e-01 1.4004843e-01 ... 2.0502587e-01
  3.1431541e-01 2.0546342e-01]
 [1.8957840e-01 2.6404297e-01 1.8958142e-01 ... 3.1531060e-01
  1.7542714e-01 1.7564443e-01]
 [1.1155572e-01 2.1108444e-01 1.4375031e-01 ... 2.3589571e-01
  2.6976267e-01 3.2158089e-01]]",1.0,2160.0,train,augmented
"[[0.0627451  0.05490196 0.04705882 ... 0.03529412 0.03529412 0.03921569]
 [0.05098039 0.04705882 0.04313726 ... 0.05490196 0.04313726 0.04313726]
 [0.04705882 0.05098039 0.04313726 ... 0.07058824 0.05490196 0.04705882]
 ...
 [0.06666667 0.0627451  0.04705882 ... 0.48627451 0.49411765 0.50196081]
 [0.06666667 0.05882353 0.05098039 ... 0.49411765 0.49803922 0.49803922]
 [0.07450981 0.06666667 0.05882353 ... 0.49803922 0.49803922 0.49411765]]",2.0,11.0,train,original
"[[0.11088348 0.1047129  0.11104063 ... 0.09408246 0.09837309 0.10096409]
 [0.10807972 0.1019255  0.09290599 ... 0.08920785 0.0961849  0.09304164]
 [0.10882537 0.09613469 0.09083749 ... 0.08960102 0.08542673 0.09632891]
 ...
 [0.24958865 0.23373523 0.21831994 ... 0.38642558 0.40203553 0.41499183]
 [0.2385675  0.2481565  0.22905898 ... 0.4013502  0.38185391 0.4148314 ]
 [0.22529086 0.24818431 0.23577493 ... 0.41136429 0.41881767 0.42782047]]",2.0,11.0,train,reconstructed
